"Ticker Symbol","Company Name","Phone Number","Fax Number","Address","Website","Index Membership","Sector","Industry","Full Time Employees"
"AMAT","Applied Materials Inc.","408-727-5555","408-748-9943","3050 Bowers Avenue Santa Clara,         CA 95052-8039 United States -","","Nasdaq 100","Technology","Semiconductor Equipment & Materials","12,973"
"AMCC","Applied Micro Circuits Corp.","408-542-8600","408-542-8601","215 Moffett Park Drive Sunnyvale,         CA 94089 United States -","","N/A","Technology","Semiconductor - Integrated Circuits","672"
"AREX","Approach Resources, Inc.","817-989-9000","817-989-9001","One Ridgmar Centre 6500 West Freeway Suite 800 Fort Worth,         TX 76116","","N/A","Basic Materials","Oil & Gas Drilling & Exploration","55"
"APRI","Apricus Biosciences, Inc.","858-222-8041","858-866-0482","6330 Nancy Ridge Drive Suite 103 San Diego,         CA 92121","","N/A","Healthcare","Drug Manufacturers - Other","35"
"ARSD","Arabian American Development Company","409-385-8300","","1600 Highway 6 South Suite 240 Sugar Land,         TX 77478","","","","",""
"ARCW","ARC Wireless Solutions Inc.","303-421-4063","303-424-5085","6330 North Washington Street Unit 13 Denver,         CO 80216-1146","","N/A","Technology","Wireless Communications","6"
"ABIO","ARCA biopharma, Inc.","720-940-2200","720-208-9261","8001 Arista Place Suite 200 Broomfield,         CO 80021","","N/A","Healthcare","Biotechnology","21"
"ACGL","Arch Capital Group Ltd.","441-278-9250","441-278-9255","Wessex House 5th Floor Hamilton,          HM 12","","N/A","Financial","Property & Casualty Insurance","1,340"
"ARCL","Archipelago Learning, Inc.","800-419-3191","877-519-9555","3232 McKinney Avenue Suite 400 Dallas,         TX 75204","","N/A","Services","Education & Training Services","355"
"ACAT","Arctic Cat Inc.","218-681-8558","218-681-3162","601 Brooks Avenue South Thief River Falls,         MN 56701 United States -","","N/A","Consumer Goods","Recreational Vehicles","1,323"
"RDEA","Ardea Biosciences, Inc.","858-652-6500","858-625-0760","4939 Directors Place San Diego,         CA 92121 United States -","","N/A","Healthcare","Drug Manufacturers - Other","77"
"ARDNA","Arden Group Inc.","310-638-2842","310-631-0950","2020 South Central Avenue Compton,         CA 90220 United States -","","N/A","Services","Grocery Stores","1,281"
"ARNA","Arena Pharmaceuticals, Inc.","858-453-7200","858-453-7210","6166 Nancy Ridge Drive San Diego,         CA 92121 United States -","","N/A","Healthcare","Biotechnology","351"
"ARCC","","","","","","","","",""
"AGII","Argo Group International Holdings, Ltd.","441-296-5858","441-296-6162","110 Pitts Bay Road Pembroke,          HM 08 Bermuda -","","N/A","Financial","Property & Casualty Insurance","1,274"
"ARIA","Ariad Pharmaceuticals Inc.","617-494-0400","617-494-8144","26 Landsdowne Street Cambridge,         MA 02139-4234 United States -","","N/A","Healthcare","Biotechnology","122"
"ARBA","Ariba Inc.","650-390-1000","650-390-1100","910 Hermosa Court Sunnyvale,         CA 94089 United States -","","N/A","Technology","Internet Software & Services","2,432"
"ARKR","Ark Restaurants Corp.","212-206-8800","212-206-8814","85 Fifth Avenue 14th Floor New York,         NY 10003","","N/A","Services","Restaurants","1,293"
"ABFS","Arkansas Best Corporation","479-785-6000","479-785-6009","3801 Old Greenwood Road Fort Smith,         AR 72903 United States -","","N/A","Services","Trucking","10,750"
"ARMH","ARM Holdings plc","44 12 2340 0400","44 12 2340 0700","110 Fulbourn Road Cambridge,          CB1 9NJ United Kingdom -","","N/A","N/A","N/A","2,039"
"ARTX","Arotech Corp.","800-281-0356","734-761-5368","1229 Oak Valley Drive Ann Arbor,         MI 48108 United States -","","N/A","Industrial Goods","Industrial Electrical Equipment","418"
"ARQL","ArQule Inc.","781-994-0300","781-376-6019","19 Presidential Way Woburn,         MA 01801 United States -","","N/A","Healthcare","Biotechnology","106"
"ARRY","Array BioPharma, Inc.","303-381-6600","303-449-5376","3200 Walnut Street Boulder,         CO 80301 United States -","","N/A","Healthcare","Biotechnology","259"
"ARRS","Arris Group Inc.","678-473-2000","678-473-8470","3871 Lakefield Drive Suwanee,         GA 30024 United States -","","N/A","Technology","Communication Equipment","1,942"
"AROW","Arrow Financial Corporation","518-745-1000","518-745-5513","250 Glen Street Glens Falls,         NY 12801 United States -","","N/A","Financial","Regional - Northeast Banks","481"
"ARWR","Arrowhead Research Corp.","626-304-3400","626-304-3401","225 South Lake Avenue 3rd Floor Pasadena,         CA 91101","","N/A","Healthcare","Biotechnology","18"
"ARTNA","Artesian Resources Corp.","302-453-6900","302-453-6957","664 Churchmans Road Newark,         DE 19702 United States -","","N/A","Utilities","Water Utilities","238"
"ARTC","ArthroCare Corporation","512-391-3900","512-391-3901","7500 Rialto Boulevard Building Two Austin,         TX 78735","","N/A","Healthcare","Medical Appliances & Equipment","1,407"
"ARTW","Art's-Way Manufacturing Co. Inc.","712-864-3131","712-864-3154","5556 Highway 9 PO Box 288 Armstrong,         IA 50514","","N/A","Industrial Goods","Farm & Construction Machinery","163"
"ARUN","Aruba Networks, Inc.","408-227-4500","408-752-0626","1344 Crossman Avenue Sunnyvale,         CA 94089-1113 United States -","","N/A","Technology","Networking & Communication Devices","1,137"
"ASBB","ASB Bancorp, Inc.","828-254-7411","828-252-1512","11 Church Street Asheville,         NC 28801 United States -","","","","",""
"ASNA","Ascena Retail Group Inc.","845-369-4500","845-369-4829","30 Dunnigan Drive Suffern,         NY 10901 United States -","","N/A","Services","Apparel Stores","9,000"
"ASCMA","Ascent Capital Group, Inc.","720-875-5622","","12300 Liberty Boulevard Englewood,         CO 80112 United States -","","","","",""
"ASTI","Ascent Solar Technologies, Inc.","720-872-5000","720-872-5077","12300 North Grant Street Thornton,         CO 80241 United States -","","N/A","Technology","Semiconductor - Specialized","75"
"AERL","Asia Entertainment & Resources Ltd.","852 2110 9133","852 2110 9420","16 Fenwick Street East Town Building Wanchai,          33137","","N/A","Services","Gaming Activities","N/A"
"APWC","Asia Pacific Wire & Cable Corp. Ltd.","886 2 2712 2558","886 2 2712 3557","7th Floor B No 132 Section 3 Min-Sheng East Road Taipei,          105","","N/A","Industrial Goods","Industrial Electrical Equipment","1,704"
"ASIA","AsiaInfo-Linkage,Inc.","86 10 8216 6688","86 10 8216 6699","4th Floor Zhongdian Information Tower 6 Zhongguancun South Street Haidian District Beijing,          100086","","N/A","Technology","Security Software & Services","8,221"
"ASMI","ASM International NV","31 88 100 8810","31 88 100 8820","Versterkerstraat 8 Almere,          1322 AP Netherlands -","","N/A","N/A","N/A","17,791"
"ASML","ASML Holding NV","31 40 268 3000","31 40 268 2000","De Run 6501 Veldhoven,          5504 DR Netherlands -","","N/A","N/A","N/A","7,848"
"AZPN","Aspen Technology, Inc.","781-221-6400","781-221-6410","200 Wheeler Road Burlington,         MA 01803 United States -","","N/A","Technology","Business Software & Services","1,269"
"APPY","AspenBio Pharma, Inc.","303-794-2000","303-798-8332","1585 South Perry Street Castle Rock,         CO 80104 United States -","","N/A","Healthcare","Diagnostic Substances","34"
"AACC","Asset Acceptance Capital Corp.","586-939-9600","","28405 Van Dyke Avenue Warren,         MI 48093 United States -","","","","",""
"ASBC","Associated Banc-Corp","920-491-7000","920-433-3261","1200 Hansen Road Green Bay,         WI 54304 United States -","","N/A","Financial","Regional - Midwest Banks","4,961"
"ASBCW","","","","","","","","",""
"ASFI","Asta Funding Inc.","201-567-5648","201-569-6198","210 Sylvan Avenue Englewood Cliffs,         NJ 07632 United States -","","N/A","Services","Business Services","87"
"ATEA","Astea International Inc.","215-682-2500","215-682-2515","240 Gibraltar Road Horsham,         PA 19044-2306 United States -","","N/A","Technology","Application Software","175"
"ASTE","Astec Industries, Inc.","423-899-5898","423-899-4456","1725 Shepherd Road Chattanooga,         TN 37421 United States -","","N/A","Industrial Goods","Farm & Construction Machinery","3,284"
"ASTX","Astex Pharmaceuticals, Inc.","925-560-0100","925-560-0101","4140 Dublin Boulevard Suite 200 Dublin,         CA 94568","","N/A","Healthcare","Drug Manufacturers - Major","97"
"ALOT","Astro-Med Inc.","401-828-4000","401-822-2430","600 East Greenwich Avenue West Warwick,         RI 02893 United States -","","N/A","Technology","Computer Peripherals","423"
"ATRO","Astronics Corporation","716-805-1599","716-447-9201","130 Commerce Way East Aurora,         NY 14052 United States -","","N/A","Industrial Goods","Aerospace/Defense Products & Services","1,010"
"ASTC","Astrotech Corp.","512-485-9530","512-485-9531","401 Congress Avenue Suite 1650 Austin,         TX 78701","","N/A","Industrial Goods","Aerospace/Defense Products & Services","66"
"ASUR","Asure Software, Inc.","512-437-2700","512-437-2365","110 Wild Basin Road Suite 100 Austin,         TX 78746","","N/A","Technology","Business Software & Services","56"
"ATAI","ATA, Inc.","86 10 6518 1122","86 10 6517 9517","8th Floor Tower E Beijing,          100005","","N/A","Services","Education & Training Services","488"
"ATHN","athenahealth, Inc.","617-402-1000","617-402-1099","311 Arsenal Street Watertown,         MA 02472 United States -","","N/A","Services","Business Services","1,242"
"AFCB","Athens Bancshares Corporation","423-745-1111","","106 Washington Avenue Athens,         TN 37303 United States -","","","","",""
"ATHX","Athersys, Inc.","216-431-9900","216-361-9495","3201 Carnegie Avenue Cleveland,         OH 44115-2634 United States -","","N/A","Healthcare","Biotechnology","44"
"AAME","Atlantic American Corp.","404-266-5500","404-266-5596","4370 Peachtree Road NE Atlanta,         GA 30319 United States -","","N/A","Financial","Life Insurance","115"
"ACFC","Atlantic Coast Financial Corporation","800-342-2824","","12724 Gran Bay Parkway West Suite 150 Jacksonville,         FL 32258","","","","",""
"ATNI","Atlantic Tele-Network, Inc.","978-619-1300","","600 Cummings Center Suite 268-Z Beverly,         MA 01915","","","","",""
"AAWW","Atlas Air Worldwide Holdings Inc.","914-701-8000","914-701-8001","2000 Westchester Avenue Purchase,         NY 10577-2543 United States -","","N/A","Services","Air Services, Other","1,532"
"ATML","Atmel Corporation","408-441-0311","408-436-4300","2325 Orchard Parkway San Jose,         CA 95131 United States -","","N/A","Technology","Semiconductor - Broad Line","5,200"
"ATMI","ATMI Inc.","203-794-1100","203-792-8040","7 Commerce Drive Danbury,         CT 06810 United States -","","N/A","Technology","Semiconductor Equipment & Materials","773"
"ATPG","ATP Oil & Gas Corp.","713-622-3311","713-622-5101","4600 Post Oak Place Suite 100 Houston,         TX 77027","","N/A","Basic Materials","Independent Oil & Gas","64"
"ATRC","AtriCure, Inc.","513-755-4100","513-755-4567","6217 Centre Park Drive West Chester,         OH 45069 United States -","","N/A","Healthcare","Medical Instruments & Supplies","220"
"ATRI","ATRION Corp.","972-390-9800","972-396-7581","One Allentown Parkway Allen,         TX 75002-4211 United States -","","N/A","Healthcare","Medical Instruments & Supplies","437"
"AUBN","Auburn National Bancorporation, Inc.","334-821-9200","334-887-2772","100 North Gay Street Auburn,         AL 36830 United States -","","N/A","Financial","Regional - Southeast Banks","155"
"AUDC","AudioCodes Ltd.","972 3 976 4000","972 3 976 4040","1 Hayarden Street Airport City Lod,          70151","","N/A","Technology","Communication Equipment","612"
"AAC","Australia Acquisition Corp.","61 2 9380 6899","","459 Collins Street Level 11 Melbourne,         VIC 3000","","","","",""
"AACOU","","","","","","","","",""
"AACOW","","","","","","","","",""
"AUTH","AuthenTec, Inc.","321-308-1300","321-308-1430","100 Rialto Place Suite 100 Melbourne,         FL 32901","","N/A","Technology","Semiconductor - Specialized","242"
"ADAT","Authentidate Holding Corp.","908-787-1700","908-673-9920","300 Connell Drive Suite 5100 Berkeley Heights,         NJ 07922","","N/A","Technology","Healthcare Information Services","37"
"ABTL","Autobytel Inc.","949-225-4500","949-225-4541","18872 MacArthur Boulevard Suite 200 Irvine,         CA 92612-1400","","N/A","Technology","Internet Information Providers","116"
"ADSK","Autodesk, Inc.","415-507-5000","415-507-6129","111 McInnis Parkway San Rafael,         CA 94903 United States -","","Nasdaq 100","Technology","Technical & System Software","6,800"
"ADP","Automatic Data Processing, Inc.","973-974-5000","973-974-5390","1 ADP Boulevard Roseland,         NJ 07068 United States -","","Nasdaq 100","Technology","Business Software & Services","51,000"
"AMAP","AutoNavi Holdings Limited","86 10 8410 7000","86 10 8410 7777","No. 6 Futong East Avenue Focus Square Beijing,          100102","","N/A","Technology","Application Software","2,162"
"AUXL","Auxilium Pharmaceuticals Inc.","484-321-5900","484-321-5999","40 Valley Stream Parkway Malvern,         PA 19355 United States -","","N/A","Healthcare","Drug Related Products","540"
"AVGO","Avago Technologies Limited","65 6755 7888","","1 Yishun Avenue 7 Singapore,          768923 Singapore -","","","","",""
"AVNR","Avanir Pharmaceuticals","949-389-6700","949-643-6800","20 Enterprise Suite 200 Aliso Viejo,         CA 92656","","N/A","Healthcare","Drug Manufacturers - Other","188"
"AVTR","Avatar Holdings Inc.","305-442-7000","305-443-3844","201 Alhambra Circle Coral Gables,         FL 33134 United States -","","N/A","Industrial Goods","Residential Construction","243"
"AVEO","AVEO Pharmaceuticals, Inc.","617-299-5000","617-995-4995","75 Sidney Street 4th Floor Cambridge,         MA 02139","","N/A","Healthcare","Biotechnology","147"
"AVII","AVI Biopharma, Inc.","425-354-5038","","3450 Monte Villa Parkway Suite 101 Bothell,         WA 98021","","","","",""
"AVNW","Aviat Networks, Inc.","408-567-7000","408-567-7001","5200 Great America Parkway Santa Clara,         CA 95054 United States -","","N/A","Technology","Communication Equipment","1,000"
"AVID","Avid Technology, Inc.","978-640-6789","978-640-3366","75 Network Drive Burlington,         MA 01803 United States -","","N/A","Technology","Multimedia & Graphics Software","1,960"
"CAR","Avis Budget Group, Inc.","973-496-4700","212-413-1924","6 Sylvan Way Parsippany,         NJ 07054 United States -","","N/A","Services","Rental & Leasing Services","14,000"
"AWRE","Aware Inc.","781-276-4000","781-276-4001","40 Middlesex Turnpike Bedford,         MA 01730 United States -","","N/A","Technology","Communication Equipment","83"
"ACLS","Axcelis Technologies Inc.","978-787-4000","978-787-3000","108 Cherry Hill Drive Beverly,         MA 01915 United States -","","N/A","Technology","Semiconductor Equipment & Materials","1,018"
"AXTI","AXT Inc.","510-683-5900","510-353-0668","4281 Technology Drive Fremont,         CA 94538 United States -","","N/A","Technology","Semiconductor - Integrated Circuits","1,302"
"BCOM","B Communications Ltd","972 7 2200 3848","972 3 939 9832","2 Dov Friedman Street Ramat Gan,          52503 Israel -","","N/A","Technology","Diversified Communication Services","15,692"
